MAGs,Kingdom,Phylum,Class,Order,Family,Genus
all_final_contigs_comebin_21738_sub,Bacteria,Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,SPCO01
all_final_contigs_comebin_219_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
all_final_contigs_comebin_236_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JASGCK01
all_final_contigs_comebin_23745,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,M2408
all_final_contigs_comebin_248033,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylophilus
all_final_contigs_comebin_265_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JAAFJR01
all_final_contigs_comebin_268_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JAAFIP01
all_final_contigs_comebin_314359_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_comebin_381268,Bacteria,Fibrobacterota,Fibrobacteria,UBA11236,UBA11236,Chersky-265
all_final_contigs_comebin_38_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
all_final_contigs_comebin_427_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Acidovorax
all_final_contigs_comebin_449223_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
all_final_contigs_comebin_48_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JACMNW01
all_final_contigs_comebin_500_sub,Bacteria,Bacteroidota,Bacteroidia,AKYH767-A,OLB10,JAJTFW01
all_final_contigs_comebin_52_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Aquabacterium
all_final_contigs_comebin_67575_sub,Bacteria,Patescibacteria,JAEDAM01,BD1-5,UBA2023,JABFSX01
all_final_contigs_comebin_7320,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,PBB1
all_final_contigs_comebin_95668,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JASGCK01
all_final_contigs_concoct_116_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter
all_final_contigs_concoct_153_sub,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,JANYCO01
all_final_contigs_concoct_178_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,SCMT01
all_final_contigs_concoct_181_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_concoct_199,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Archangium
all_final_contigs_concoct_203_sub,Bacteria,Planctomycetota,UBA11346,UBA11346,UBA11346,BOG-1363
all_final_contigs_concoct_218_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JACMNW01
all_final_contigs_concoct_254_sub,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomataceae,Leadbetterella
all_final_contigs_concoct_26_sub,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Haliscomenobacter
all_final_contigs_concoct_282_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_concoct_28_sub,Unclassified,NA,NA,NA,NA,NA
all_final_contigs_concoct_295_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_concoct_302_sub,Bacteria,Dependentiae,NA,NA,NA,NA
all_final_contigs_concoct_310_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_concoct_343_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Acidovorax
all_final_contigs_concoct_345_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_concoct_350_sub,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,Phototrophicaceae,JAUZRW01
all_final_contigs_concoct_40_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_concoct_42_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_concoct_64_sub,NA,NA,NA,NA,NA,NA
all_final_contigs_concoct_96_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_metabat_168_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JAAFJR01
all_final_contigs_metabat_21_sub,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
all_final_contigs_metabat_274_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JACMNW01
all_final_contigs_metabat_58_sub,Bacteria,Bdellovibrionota,JAJCYS01,JAJCYS01,NA,NA
all_final_contigs_metabat_68_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_metabinner_130_sub,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,TH-plancto1
all_final_contigs_metabinner_151_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JAAFJR01
all_final_contigs_metabinner_159_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_metabinner_9_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_rosella_0_unbinned_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_rosella_145_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_rosella_43_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_taxvamb_112_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_taxvamb_126868_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polaromonas
all_final_contigs_taxvamb_1356_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polaromonas
all_final_contigs_taxvamb_1584_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rhodoferax
all_final_contigs_taxvamb_2067_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_taxvamb_2146_sub,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Pseudobdellovibrio
before_final_contigs_comebin_163568_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
before_final_contigs_comebin_22_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polaromonas
before_final_contigs_comebin_23029,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
before_final_contigs_comebin_257_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
before_final_contigs_comebin_41350_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
before_final_contigs_comebin_92101,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JAAFIP01
before_final_contigs_concoct_159_sub,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Thermonemataceae,JANYGM01
before_final_contigs_concoct_15_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
before_final_contigs_concoct_172_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
before_final_contigs_concoct_185_sub,NA,NA,NA,NA,NA,NA
before_final_contigs_concoct_189_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
before_final_contigs_concoct_196_sub,NA,NA,NA,NA,NA,NA
before_final_contigs_concoct_21,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola
before_final_contigs_concoct_235_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
before_final_contigs_concoct_250_sub,Bacteria,Patescibacteria,JAEDAM01,BD1-5,UBA2023,JABFSX01
before_final_contigs_concoct_35,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Bernardetiaceae,NA
before_final_contigs_concoct_3_sub,Bacteria,NA,NA,NA,NA,NA
before_final_contigs_concoct_61_sub,NA,NA,NA,NA,NA,NA
before_final_contigs_concoct_92_sub,Unclassified,NA,NA,NA,NA,NA
before_final_contigs_concoct_97_sub,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
before_final_contigs_concoct_98_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
before_final_contigs_metabat_101_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
before_final_contigs_metabat_56_sub,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Pseudobdellovibrio
before_final_contigs_metabinner_61_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
before_final_contigs_metabinner_75_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
before_final_contigs_taxvamb_3971_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
before_final_contigs_taxvamb_4267_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Usitatibacteraceae,JANXWW01
before_final_contigs_taxvamb_795_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_comebin_102_sub,Unclassified,NA,NA,NA,NA,NA
Co22_flye_high_cov_comebin_273_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_comebin_307_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_comebin_36_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_comebin_62407_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_concoct_111_sub,Unclassified,NA,NA,NA,NA,NA
Co22_flye_high_cov_concoct_113_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_concoct_117_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_concoct_186_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_concoct_58_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_concoct_71_sub,NA,NA,NA,NA,NA,NA
Co22_flye_high_cov_concoct_7_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_metabat_126,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Aestuariivirgaceae,Aestuariivirga
Co22_flye_high_cov_metabat_171_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_metabat_45,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_metabat_94_sub,NA,NA,NA,NA,NA,NA
Co22_flye_high_cov_metabinner_35_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polaromonas
Co22_flye_high_cov_rosella_0_136_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_rosella_0_189,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,M0103
Co22_flye_high_cov_rosella_135_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_rosella_203_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_rosella_219_sub,NA,NA,NA,NA,NA,NA
Co22_flye_high_cov_rosella_36_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_taxvamb_107_sub,Unclassified,NA,NA,NA,NA,NA
Co22_flye_high_cov_taxvamb_17_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_taxvamb_305_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P1_contigs_comebin_23_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P1_contigs_comebin_24_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JAAFJR01
P1_contigs_comebin_27886_sub,Bacteria,NA,NA,NA,NA,NA
P1_contigs_comebin_51_sub,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
P1_contigs_comebin_56436,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Acidovorax
P1_contigs_comebin_67399_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P1_contigs_comebin_69_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
P1_contigs_comebin_74286,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
P1_contigs_comebin_86824_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P1_contigs_concoct_119_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P1_contigs_concoct_25_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P1_contigs_concoct_92,Unclassified Bacteria,NA,NA,NA,NA,NA
P1_contigs_metabat_88_sub,NA,NA,NA,NA,NA,NA
P1_contigs_metabinner_29_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JAAFJR01
P1_contigs_rosella_120,Bacteria,Patescibacteria,JAEDAM01,BD1-5,UBA2023,CAIVSN01
P1_contigs_taxvamb_899_sub,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Luteolibacter
P2_contigs_comebin_21929_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P2_contigs_comebin_21_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
P2_contigs_comebin_30233,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Thermoflexibacteraceae,JAAFKA01
P2_contigs_comebin_37390,Bacteria,Cyanobacteriota,Cyanobacteriia,PCC-6307,NA,NA
P2_contigs_comebin_63055,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polaromonas
P2_contigs_comebin_74201_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P2_contigs_comebin_99_sub,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Rhodoglobus
P2_contigs_concoct_134_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P2_contigs_metabat_15_sub,Bacteria,Cyanobacteriota,Cyanobacteriia,Gloeomargaritales,NA,NA
P2_contigs_metabat_50_sub,Bacteria,NA,NA,NA,NA,NA
P2_contigs_metabinner_11,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,PBB1
P2_contigs_rosella_67_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P2_contigs_taxvamb_68_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P3_contigs_comebin_22_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,CAIYZT01
P3_contigs_comebin_23568,Bacteria,Cyanobacteriota,Cyanobacteriia,PCC-6307,NA,NA
P3_contigs_comebin_26_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Telluria
P3_contigs_comebin_40_sub,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter
P3_contigs_comebin_58_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P3_contigs_comebin_78839,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rhodoferax
P3_contigs_comebin_91,Unclassified Bacteria,NA,NA,NA,NA,NA
P3_contigs_concoct_133_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P3_contigs_concoct_144_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P3_contigs_concoct_147_sub,NA,NA,NA,NA,NA,NA
P3_contigs_concoct_63_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P3_contigs_metabat_41,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
P3_contigs_metabinner_25,Bacteria,Patescibacteria,JAEDAM01,BD1-5,UBA2023,NA
P3_contigs_rosella_0_34_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P3_contigs_taxvamb_34,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
P4_contigs_comebin_12054,Bacteria,Cyanobacteriota,Cyanobacteriia,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena
P4_contigs_comebin_19_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polaromonas
P4_contigs_comebin_22183_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,SCMT01
P4_contigs_comebin_47020,Bacteria,Bacteroidota,Bacteroidia,B-17B0,B-17BO,UBA4416
P4_contigs_comebin_55603_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P4_contigs_comebin_57_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus
P4_contigs_comebin_59_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JAJNPS01
P4_contigs_comebin_62_sub,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,ELB16-189
P4_contigs_comebin_86_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,CAMAPQ01,CAMAPQ01
P4_contigs_comebin_91_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P4_contigs_concoct_104,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Microcoleaceae,Microcoleus
P4_contigs_concoct_111_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P4_contigs_concoct_122_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,JAKFWF01
P4_contigs_concoct_14_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P4_contigs_concoct_152_sub,Bacteria,Cyanobacteriota,Cyanobacteriia,PCC-6307,NA,NA
P4_contigs_concoct_17_sub,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,JAGQZY01,NA
P4_contigs_concoct_186_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JACMNW01
P4_contigs_concoct_26,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Herpetosiphonaceae,JACCRK01
P4_contigs_concoct_37_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P4_contigs_concoct_94_sub,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
P4_contigs_concoct_96_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P4_contigs_metabinner_3,Bacteria,Bacteroidota,Bacteroidia,UBA4408,UBA4408,NA
P4_contigs_metabinner_4,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,JJ008
P4_contigs_rosella_0_unbinned_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P4_contigs_taxvamb_242_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P5_contigs_comebin_0,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,UBA2033
P5_contigs_comebin_12_sub,NA,NA,NA,NA,NA,NA
P5_contigs_comebin_19512,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rubrivivax
P5_contigs_comebin_22_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JAAFJR01
P5_contigs_comebin_30672_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P5_contigs_comebin_31649,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rhodoferax
P5_contigs_comebin_38672_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P5_contigs_comebin_4138,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rubrivivax
P5_contigs_comebin_47074,Unclassified Bacteria,NA,NA,NA,NA,NA
P5_contigs_comebin_50_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,PBB1
P5_contigs_comebin_57420_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,CAILHX01
P5_contigs_comebin_84304_sub,NA,NA,NA,NA,NA,NA
P5_contigs_concoct_112,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,TH-plancto1
P5_contigs_concoct_132_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P5_contigs_concoct_172,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Microcoleaceae,Microcoleus
P5_contigs_concoct_20,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA
P5_contigs_concoct_55_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P5_contigs_concoct_77,Bacteria,Cyanobacteriota,Cyanobacteriia,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena
P5_contigs_concoct_87,Bacteria,Fibrobacterota,Fibrobacteria,UBA11236,UBA11236,Chersky-265
P5_contigs_rosella_0_3_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P5_contigs_taxvamb_13_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polaromonas
P5_contigs_taxvamb_4,Unclassified,NA,NA,NA,NA,NA
after_final_contigs_comebin_11306_sub,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Chamaesiphonaceae,Chamaesiphon
after_final_contigs_comebin_12027,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Telluria
after_final_contigs_comebin_133113_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
after_final_contigs_comebin_152883_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
after_final_contigs_comebin_251491,Bacteria,Patescibacteria,JAEDAM01,BD1-5,UBA2023,NA
after_final_contigs_comebin_263_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
after_final_contigs_comebin_29_sub,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
after_final_contigs_comebin_32104_sub,Bacteria,Cyanobacteriota,Cyanobacteriia,PCC-6307,NA,NA
after_final_contigs_comebin_72638_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus
after_final_contigs_comebin_76678_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
after_final_contigs_concoct_115_sub,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
after_final_contigs_concoct_116_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Telluria
after_final_contigs_concoct_118_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polaromonas
after_final_contigs_concoct_130_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paucibacter
after_final_contigs_concoct_148_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
after_final_contigs_concoct_193_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus
after_final_contigs_concoct_195_sub,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Conyzicola
after_final_contigs_concoct_213_sub,Bacteria,Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,JALHQU01
after_final_contigs_concoct_231_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
after_final_contigs_concoct_267_sub,Bacteria,NA,NA,NA,NA,NA
after_final_contigs_concoct_285_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
after_final_contigs_concoct_288_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
after_final_contigs_concoct_293_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polaromonas
after_final_contigs_concoct_55_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,JANXVY01
after_final_contigs_concoct_79_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,SCMT01
after_final_contigs_metabat_12_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,PBB1
after_final_contigs_metabat_181_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
after_final_contigs_metabat_189_sub,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
after_final_contigs_metabat_67_sub,Unclassified,NA,NA,NA,NA,NA
after_final_contigs_metabinner_104_sub,Bacteria,Planctomycetota,UBA11346,UBA11346,UBA11346,BOG-1363
after_final_contigs_metabinner_115_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
after_final_contigs_rosella_0_44,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tabrizicola
after_final_contigs_rosella_0_57_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
after_final_contigs_taxvamb_1460_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
after_final_contigs_taxvamb_15_sub,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium
after_final_contigs_taxvamb_170,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
after_final_contigs_taxvamb_189_sub,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,UBA2033
after_final_contigs_taxvamb_52_sub,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,ELB16-189
after_final_contigs_taxvamb_779_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JANYJL01
all_final_contigs_comebin_103_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Sphaerotilus
all_final_contigs_comebin_127,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
all_final_contigs_comebin_131_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_comebin_138465_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus
all_final_contigs_comebin_140584,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
all_final_contigs_comebin_141_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomicrobium
all_final_contigs_comebin_165_sub,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Chamaesiphonaceae,Chamaesiphon
all_final_contigs_comebin_231_sub,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
all_final_contigs_comebin_235501_sub,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Thermoflexibacteraceae,JAAFKA01
